,number_of_triangles,primitive_type,disturbed_areas_cnt,triangle_0_x,triangle_1_x,triangle_2_x,triangle_3_x,triangle_4_x,triangle_5_x,triangle_0_y,triangle_1_y,triangle_2_y,triangle_3_y,triangle_4_y,triangle_5_y,triangle_0_width,triangle_1_width,triangle_2_width,triangle_3_width,triangle_4_width,triangle_5_width,triangle_0_height,triangle_1_height,triangle_2_height,triangle_3_height,triangle_4_height,triangle_5_height,disturbed_area_0_yAL,disturbed_area_1_yAL,disturbed_area_2_yAL,disturbed_area_3_yAL,disturbed_area_4_yAL,disturbed_area_5_yAL,disturbed_area_0_yBL,disturbed_area_1_yBL,disturbed_area_2_yBL,disturbed_area_3_yBL,disturbed_area_4_yBL,disturbed_area_5_yBL,disturbed_area_0_width,disturbed_area_1_width,disturbed_area_2_width,disturbed_area_3_width,disturbed_area_4_width,disturbed_area_5_width,disturbed_area_0_height,disturbed_area_1_height,disturbed_area_2_height,disturbed_area_3_height,disturbed_area_4_height,disturbed_area_5_height,target
2038,1,TissuePrimitiveType.CIRCLE,4,162,,,,,,,,,,,,11,,,,,,33,,,,,,200,200,,,,,,,310,310,,,58,66,50,63,,,49,26,43,44,,,ClassB
2039,3,TissuePrimitiveType.RECTANGLE,5,242,284,356,,,,,,,,,,18,15,7,,,,18,9,15,,,,200,200,,,,,,,310,310,310,,67,65,60,37,46,,48,23,25,42,34,,ClassC
2040,5,TissuePrimitiveType.CIRCLE,4,181,228,250,289,357,,,,,,,,14,8,19,25,11,,18,36,31,30,32,,200,200,200,200,,,,,,,,,49,35,44,40,,,46,38,46,20,,,ClassA
2041,2,TissuePrimitiveType.RECTANGLE,4,346,373,,,,,,,,,,,17,9,,,,,25,15,,,,,200,200,,,,,,,310,310,,,41,51,58,38,,,43,29,43,47,,,ClassC
2042,3,TissuePrimitiveType.CIRCLE,6,116,315,351,,,,,,,,,,25,21,9,,,,22,12,26,,,,200,200,200,200,,,,,,,310,310,34,32,53,44,64,61,48,28,20,20,34,30,ClassC
2043,1,TissuePrimitiveType.RECTANGLE,6,78,,,,,,,,,,,,29,,,,,,31,,,,,,200,200,200,,,,,,,310,310,310,59,52,57,66,39,43,38,50,41,23,49,23,ClassC
2044,0,TissuePrimitiveType.CIRCLE,6,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,310,310,34,61,32,65,59,61,48,49,39,45,23,33,ClassB
2045,5,TissuePrimitiveType.RECTANGLE,4,241,276,304,336,367,,,,,,,,23,22,27,26,17,,24,10,31,11,20,,200,200,,,,,,,310,310,,,54,42,38,38,,,22,25,23,38,,,ClassA
2046,2,TissuePrimitiveType.CIRCLE,4,16,100,,,,,,,,,,,24,5,,,,,36,20,,,,,200,,,,,,,310,310,310,,,35,50,61,61,,,34,42,25,29,,,ClassB
2047,6,TissuePrimitiveType.NOPRIMITIVE,3,165,187,255,284,304,340,,,,,,,5,5,18,9,19,27,17,33,28,22,32,30,200,,,,,,,310,310,,,,46,48,66,,,,36,26,37,,,,ClassA
2048,3,TissuePrimitiveType.CIRCLE,7,292,328,366,,,,,,,,,,12,13,17,,,,14,26,10,,,,200,200,200,200,,,,,,,310,310,50,60,35,48,69,36,42,37,21,30,28,27,ClassC
2049,4,TissuePrimitiveType.CIRCLE,7,105,324,352,371,,,,,,,,,30,23,13,13,,,31,33,28,18,,,200,200,200,200,,,,,,,310,310,45,65,32,60,65,56,30,49,21,40,24,27,ClassA
2050,2,TissuePrimitiveType.CIRCLE,3,320,356,,,,,,,,,,,18,13,,,,,31,35,,,,,200,200,,,,,,,310,,,,54,66,30,,,,29,29,30,,,,ClassC
2051,4,TissuePrimitiveType.CIRCLE,4,88,193,321,362,,,,,,,,,6,24,13,4,,,35,26,25,29,,,200,200,200,200,,,,,,,,,43,64,43,66,,,27,42,20,40,,,ClassC
2052,3,TissuePrimitiveType.CIRCLE,3,63,279,328,,,,,,,,,,13,21,21,,,,25,23,19,,,,200,,,,,,,310,310,,,,33,63,55,,,,48,42,43,,,,ClassB
2053,1,TissuePrimitiveType.CIRCLE,2,136,,,,,,,,,,,,28,,,,,,19,,,,,,200,200,,,,,,,,,,,51,60,,,,,21,32,,,,,ClassC
2054,2,TissuePrimitiveType.RECTANGLE,1,282,328,,,,,,,,,,,7,26,,,,,28,14,,,,,,,,,,,310,,,,,,31,,,,,,22,,,,,,ClassC
2055,3,TissuePrimitiveType.CIRCLE,4,147,298,340,,,,,,,,,,24,14,26,,,,36,19,13,,,,200,200,,,,,,,310,310,,,32,59,66,51,,,30,43,48,37,,,ClassA
2056,4,TissuePrimitiveType.CIRCLE,1,118,330,345,377,,,,,,,,,20,10,22,4,,,20,9,13,14,,,200,,,,,,,,,,,,42,,,,,,27,,,,,,ClassC
2057,1,TissuePrimitiveType.CIRCLE,6,275,,,,,,,,,,,,11,,,,,,15,,,,,,200,200,200,,,,,,,310,310,310,68,50,31,54,36,68,37,20,40,50,39,29,ClassB
2058,4,TissuePrimitiveType.CIRCLE,3,71,121,282,356,,,,,,,,,8,19,22,21,,,27,28,35,14,,,200,200,200,,,,,,,,,,59,47,52,,,,29,44,29,,,,ClassA
2059,2,TissuePrimitiveType.NOPRIMITIVE,4,39,236,,,,,,,,,,,29,16,,,,,11,8,,,,,,,,,,,310,310,310,310,,,38,41,51,34,,,31,49,26,20,,,ClassC
2060,2,TissuePrimitiveType.CIRCLE,3,305,340,,,,,,,,,,,11,4,,,,,34,26,,,,,200,,,,,,,310,310,,,,36,68,60,,,,28,30,40,,,,ClassB
2061,6,TissuePrimitiveType.NOPRIMITIVE,5,243,259,295,325,352,368,,,,,,,9,16,20,19,11,16,14,10,29,17,11,17,200,200,200,,,,,,,310,310,,49,43,60,60,57,,42,49,38,35,33,,ClassA
2062,5,TissuePrimitiveType.CIRCLE,7,147,273,309,344,368,,,,,,,,26,28,13,18,15,,12,30,11,8,31,,200,200,200,,,,,,,310,310,310,49,39,57,32,70,44,31,45,45,42,46,20,ClassA
2063,3,TissuePrimitiveType.CIRCLE,6,176,317,364,,,,,,,,,,28,15,12,,,,21,33,15,,,,200,200,,,,,,,310,310,310,310,34,42,44,66,49,70,22,38,44,34,44,27,ClassB
2064,5,TissuePrimitiveType.CIRCLE,2,139,197,313,335,373,,,,,,,,28,14,16,29,9,,27,17,10,20,19,,200,200,,,,,,,,,,,59,37,,,,,23,23,,,,,ClassA
2065,4,TissuePrimitiveType.CIRCLE,4,11,231,328,370,,,,,,,,,10,9,30,14,,,10,20,36,30,,,200,200,200,,,,,,,310,,,47,60,49,64,,,25,27,44,23,,,ClassA
2066,4,TissuePrimitiveType.CIRCLE,2,106,208,291,332,,,,,,,,,23,21,25,14,,,8,8,27,10,,,,,,,,,310,310,,,,,53,57,,,,,49,36,,,,,ClassB
2067,4,TissuePrimitiveType.CIRCLE,5,248,310,345,360,,,,,,,,,16,27,7,14,,,22,24,17,23,,,200,,,,,,,310,310,310,310,,45,62,51,59,43,,41,20,21,36,33,,ClassA
2068,4,TissuePrimitiveType.CIRCLE,6,69,170,248,317,,,,,,,,,5,8,15,22,,,31,31,12,26,,,200,200,200,,,,,,,310,310,310,69,31,40,31,39,52,27,37,21,22,28,34,ClassB
2069,2,TissuePrimitiveType.RECTANGLE,4,210,363,,,,,,,,,,,26,4,,,,,33,33,,,,,200,200,200,,,,,,,310,,,36,45,51,47,,,40,47,41,33,,,ClassC
2070,3,TissuePrimitiveType.RECTANGLE,5,19,191,320,,,,,,,,,,18,26,20,,,,18,34,13,,,,200,200,200,,,,,,,310,310,,43,41,43,53,53,,45,25,45,44,36,,ClassA
2071,1,TissuePrimitiveType.CIRCLE,4,269,,,,,,,,,,,,22,,,,,,30,,,,,,200,,,,,,,310,310,310,,,47,60,68,61,,,36,35,29,49,,,ClassB
2072,3,TissuePrimitiveType.CIRCLE,5,224,275,313,,,,,,,,,,16,6,22,,,,15,13,12,,,,200,200,200,,,,,,,310,310,,41,36,33,49,67,,20,32,49,36,42,,ClassC
2073,4,TissuePrimitiveType.CIRCLE,8,260,282,317,364,,,,,,,,,7,28,20,7,,,34,29,30,17,,,200,200,200,200,,,,,,,310,310,58,50,44,66,34,33,41,34,40,27,49,27,ClassA
2074,2,TissuePrimitiveType.RECTANGLE,4,231,301,,,,,,,,,,,13,14,,,,,21,18,,,,,200,200,200,,,,,,,310,,,50,36,53,34,,,29,38,39,45,,,ClassC
2075,3,TissuePrimitiveType.CIRCLE,4,172,327,363,,,,,,,,,,4,4,5,,,,26,24,13,,,,200,200,,,,,,,310,310,,,64,70,50,44,,,27,36,25,43,,,ClassB
2076,4,TissuePrimitiveType.CIRCLE,2,233,283,337,353,,,,,,,,,19,15,5,7,,,23,21,25,29,,,,,,,,,310,310,,,,,70,55,,,,,20,28,,,,,ClassB
2077,2,TissuePrimitiveType.NOPRIMITIVE,6,231,320,,,,,,,,,,,20,23,,,,,11,21,,,,,200,200,,,,,,,310,310,310,310,39,57,68,35,56,52,32,23,24,29,41,31,ClassC
2078,5,TissuePrimitiveType.RECTANGLE,2,249,304,324,344,362,,,,,,,,11,15,13,9,22,,12,15,16,28,29,,,,,,,,310,310,,,,,59,68,,,,,36,31,,,,,ClassA
2079,4,TissuePrimitiveType.CIRCLE,6,259,302,326,355,,,,,,,,,14,18,15,28,,,24,34,23,14,,,200,200,,,,,,,310,310,310,310,45,64,64,40,50,34,48,26,21,43,38,41,ClassA
2080,1,TissuePrimitiveType.CIRCLE,7,252,,,,,,,,,,,,5,,,,,,24,,,,,,200,200,200,200,,,,,,,310,310,37,68,51,35,54,55,26,25,30,28,20,34,ClassC
2081,3,TissuePrimitiveType.NOPRIMITIVE,4,243,310,355,,,,,,,,,,4,24,25,,,,21,27,21,,,,200,200,,,,,,,310,310,,,63,45,31,43,,,37,29,33,47,,,ClassC
2082,0,TissuePrimitiveType.CIRCLE,2,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,310,,,,,65,44,,,,,32,37,,,,,ClassB
2083,4,TissuePrimitiveType.RECTANGLE,4,14,170,331,357,,,,,,,,,18,23,21,27,,,34,13,29,26,,,200,,,,,,,310,310,310,,,44,70,38,38,,,31,37,38,31,,,ClassA
2084,4,TissuePrimitiveType.CIRCLE,4,144,239,273,351,,,,,,,,,28,13,20,24,,,30,34,33,22,,,200,,,,,,,310,310,310,,,41,39,66,30,,,28,28,38,23,,,ClassA
2085,3,TissuePrimitiveType.CIRCLE,1,201,298,349,,,,,,,,,,22,18,22,,,,22,10,17,,,,200,,,,,,,,,,,,49,,,,,,22,,,,,,ClassC
2086,3,TissuePrimitiveType.CIRCLE,4,312,338,355,,,,,,,,,,7,10,26,,,,26,26,14,,,,200,,,,,,,310,310,310,,,50,41,33,64,,,45,22,35,37,,,ClassB
2087,6,TissuePrimitiveType.CIRCLE,0,253,283,308,327,357,378,,,,,,,19,19,14,25,15,6,34,32,20,31,11,11,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
2088,3,TissuePrimitiveType.CIRCLE,5,117,325,359,,,,,,,,,,5,25,16,,,,17,32,18,,,,200,200,200,,,,,,,310,310,,45,35,58,60,40,,28,47,43,25,45,,ClassC
2089,3,TissuePrimitiveType.CIRCLE,0,35,290,327,,,,,,,,,,15,21,5,,,,15,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
2090,2,TissuePrimitiveType.CIRCLE,4,25,189,,,,,,,,,,,9,10,,,,,9,11,,,,,200,200,,,,,,,310,310,,,50,49,63,31,,,30,40,43,26,,,ClassB
2091,4,TissuePrimitiveType.CIRCLE,5,190,239,318,349,,,,,,,,,14,4,25,25,,,13,16,31,34,,,200,,,,,,,310,310,310,310,,61,38,39,63,50,,47,40,44,22,35,,ClassA
2092,0,TissuePrimitiveType.CIRCLE,3,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,,,,57,34,64,,,,35,31,31,,,,ClassC
2093,3,TissuePrimitiveType.CIRCLE,1,98,122,332,,,,,,,,,,8,13,4,,,,16,34,14,,,,,,,,,,310,,,,,,61,,,,,,38,,,,,,ClassB
2094,3,TissuePrimitiveType.RECTANGLE,4,297,322,351,,,,,,,,,,9,8,4,,,,24,14,20,,,,200,200,,,,,,,310,310,,,39,34,53,61,,,42,36,25,34,,,ClassC
2095,3,TissuePrimitiveType.CIRCLE,5,279,321,375,,,,,,,,,,14,29,5,,,,10,29,15,,,,200,200,,,,,,,310,310,310,,35,51,50,52,30,,20,20,28,47,46,,ClassB
2096,4,TissuePrimitiveType.CIRCLE,6,20,87,320,372,,,,,,,,,14,25,16,11,,,20,10,29,28,,,200,200,200,200,,,,,,,310,310,40,65,35,61,49,46,26,29,49,35,36,22,ClassC
2097,2,TissuePrimitiveType.CIRCLE,2,110,263,,,,,,,,,,,13,14,,,,,28,20,,,,,200,200,,,,,,,,,,,52,34,,,,,25,49,,,,,ClassC
2098,1,TissuePrimitiveType.CIRCLE,3,144,,,,,,,,,,,,16,,,,,,10,,,,,,200,200,200,,,,,,,,,,52,40,53,,,,39,49,38,,,,ClassC
2099,2,TissuePrimitiveType.NOPRIMITIVE,3,221,349,,,,,,,,,,,9,12,,,,,21,17,,,,,200,,,,,,,310,310,,,,36,52,69,,,,49,21,26,,,,ClassC
2100,1,TissuePrimitiveType.CIRCLE,3,312,,,,,,,,,,,,22,,,,,,17,,,,,,,,,,,,310,310,310,,,,42,53,34,,,,33,44,22,,,,ClassB
2101,6,TissuePrimitiveType.RECTANGLE,6,72,251,283,308,342,374,,,,,,,15,21,6,29,27,6,32,22,17,23,36,33,200,200,200,,,,,,,310,310,310,43,36,58,42,62,60,24,23,40,22,39,34,ClassA
2102,3,TissuePrimitiveType.RECTANGLE,2,295,319,352,,,,,,,,,,10,12,6,,,,18,22,23,,,,,,,,,,310,310,,,,,33,41,,,,,28,36,,,,,ClassC
2103,4,TissuePrimitiveType.RECTANGLE,4,133,162,266,308,,,,,,,,,6,26,22,30,,,16,9,21,31,,,200,200,200,200,,,,,,,,,53,42,39,62,,,44,41,22,42,,,ClassA
2104,5,TissuePrimitiveType.CIRCLE,6,1,59,99,260,295,,,,,,,,21,13,15,26,6,,14,36,34,30,21,,200,200,200,,,,,,,310,310,310,45,41,70,65,55,41,43,22,37,23,26,26,ClassA
2105,0,TissuePrimitiveType.CIRCLE,5,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,310,,56,37,33,58,47,,45,49,26,41,42,,ClassB
2106,6,TissuePrimitiveType.RECTANGLE,4,132,195,234,269,297,353,,,,,,,10,16,23,22,26,15,19,14,32,22,18,26,200,200,200,200,,,,,,,,,47,53,40,45,,,47,37,34,38,,,ClassA
2107,3,TissuePrimitiveType.CIRCLE,4,281,317,357,,,,,,,,,,28,23,9,,,,31,20,13,,,,,,,,,,310,310,310,310,,,34,41,65,55,,,37,45,25,23,,,ClassA
2108,2,TissuePrimitiveType.NOPRIMITIVE,2,361,378,,,,,,,,,,,12,6,,,,,15,35,,,,,200,,,,,,,310,,,,,45,37,,,,,46,50,,,,,ClassC
2109,4,TissuePrimitiveType.CIRCLE,3,93,289,357,375,,,,,,,,,4,28,12,9,,,36,32,21,12,,,200,200,200,,,,,,,,,,36,51,47,,,,32,31,42,,,,ClassC
2110,4,TissuePrimitiveType.CIRCLE,2,4,30,239,279,,,,,,,,,7,16,21,6,,,28,18,17,10,,,200,,,,,,,310,,,,,41,37,,,,,22,44,,,,,ClassB
2111,3,TissuePrimitiveType.CIRCLE,4,84,159,233,,,,,,,,,,4,4,25,,,,24,25,18,,,,200,200,,,,,,,310,310,,,63,38,62,36,,,43,29,25,25,,,ClassB
2112,1,TissuePrimitiveType.CIRCLE,2,336,,,,,,,,,,,,19,,,,,,25,,,,,,200,,,,,,,310,,,,,34,34,,,,,40,26,,,,,ClassB
2113,4,TissuePrimitiveType.CIRCLE,5,144,292,315,350,,,,,,,,,10,7,29,18,,,30,8,21,11,,,200,200,,,,,,,310,310,310,,35,64,57,64,65,,32,33,47,46,35,,ClassB
2114,3,TissuePrimitiveType.CIRCLE,4,230,327,343,,,,,,,,,,13,9,28,,,,16,27,36,,,,200,200,,,,,,,310,310,,,48,47,49,62,,,20,27,44,32,,,ClassA
2115,3,TissuePrimitiveType.CIRCLE,5,27,98,278,,,,,,,,,,24,24,22,,,,31,19,22,,,,200,,,,,,,310,310,310,310,,68,39,38,61,68,,20,33,22,46,35,,ClassA
2116,5,TissuePrimitiveType.RECTANGLE,4,242,270,308,334,354,,,,,,,,14,29,14,15,30,,25,35,30,14,36,,,,,,,,310,310,310,310,,,61,54,63,49,,,47,21,50,49,,,ClassA
2117,2,TissuePrimitiveType.CIRCLE,5,104,340,,,,,,,,,,,26,28,,,,,22,15,,,,,200,200,200,,,,,,,310,310,,58,46,66,40,30,,31,21,50,34,31,,ClassC
2118,6,TissuePrimitiveType.CIRCLE,7,167,212,260,282,315,352,,,,,,,15,25,17,26,30,30,31,13,21,20,31,17,200,200,200,,,,,,,310,310,310,62,57,55,63,40,41,47,34,38,39,29,32,ClassA
2119,4,TissuePrimitiveType.RECTANGLE,3,20,216,289,349,,,,,,,,,29,28,29,22,,,27,27,16,36,,,200,200,,,,,,,310,,,,30,64,35,,,,35,44,42,,,,ClassA
2120,4,TissuePrimitiveType.CIRCLE,5,12,280,318,359,,,,,,,,,17,8,12,20,,,28,27,33,30,,,200,200,200,,,,,,,310,310,,51,47,60,56,46,,22,29,41,28,50,,ClassA
2121,6,TissuePrimitiveType.RECTANGLE,4,188,228,268,300,314,351,,,,,,,14,22,16,9,28,24,20,34,10,19,23,36,200,200,,,,,,,310,310,,,55,42,43,30,,,39,23,43,24,,,ClassA
2122,2,TissuePrimitiveType.RECTANGLE,6,331,368,,,,,,,,,,,21,9,,,,,16,21,,,,,200,200,,,,,,,310,310,310,310,37,52,61,46,40,31,29,25,28,40,21,31,ClassC
2123,4,TissuePrimitiveType.CIRCLE,1,173,278,351,375,,,,,,,,,19,11,13,5,,,8,9,17,24,,,,,,,,,310,,,,,,64,,,,,,43,,,,,,ClassB
2124,1,TissuePrimitiveType.CIRCLE,5,264,,,,,,,,,,,,19,,,,,,13,,,,,,200,200,,,,,,,310,310,310,,31,47,43,54,54,,31,28,41,33,38,,ClassB
2125,1,TissuePrimitiveType.CIRCLE,3,278,,,,,,,,,,,,15,,,,,,12,,,,,,200,200,200,,,,,,,,,,43,43,57,,,,45,36,28,,,,ClassC
2126,4,TissuePrimitiveType.CIRCLE,3,27,254,326,353,,,,,,,,,5,22,18,23,,,26,14,34,12,,,200,200,200,,,,,,,,,,64,59,57,,,,39,45,49,,,,ClassC
2127,4,TissuePrimitiveType.CIRCLE,0,71,116,212,353,,,,,,,,,26,29,25,6,,,18,13,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
2128,3,TissuePrimitiveType.CIRCLE,8,81,296,371,,,,,,,,,,26,28,12,,,,17,10,21,,,,200,200,200,200,,,,,,,310,310,39,61,33,51,44,30,36,26,23,43,22,49,ClassB
2129,3,TissuePrimitiveType.CIRCLE,4,239,314,351,,,,,,,,,,8,29,10,,,,16,10,36,,,,,,,,,,310,310,310,310,,,69,52,65,57,,,48,41,34,33,,,ClassB
2130,1,TissuePrimitiveType.CIRCLE,3,278,,,,,,,,,,,,19,,,,,,28,,,,,,200,,,,,,,310,310,,,,54,51,44,,,,31,27,26,,,,ClassB
2131,3,TissuePrimitiveType.RECTANGLE,5,65,170,351,,,,,,,,,,25,6,15,,,,13,35,17,,,,200,200,200,200,,,,,,,310,,41,37,60,53,60,,38,38,36,47,48,,ClassC
2132,3,TissuePrimitiveType.NOPRIMITIVE,3,90,190,301,,,,,,,,,,22,12,29,,,,13,32,19,,,,200,,,,,,,310,310,,,,62,62,49,,,,21,37,22,,,,ClassC
2133,5,TissuePrimitiveType.RECTANGLE,3,102,131,154,196,308,,,,,,,,22,18,21,9,29,,20,27,33,19,33,,200,200,,,,,,,310,,,,55,62,66,,,,45,22,22,,,,ClassA
2134,3,TissuePrimitiveType.RECTANGLE,3,45,213,299,,,,,,,,,,20,18,25,,,,20,10,31,,,,200,,,,,,,310,310,,,,35,39,53,,,,46,27,49,,,,ClassC
2135,3,TissuePrimitiveType.CIRCLE,7,161,209,298,,,,,,,,,,6,14,24,,,,15,34,36,,,,200,200,200,,,,,,,310,310,310,49,38,50,40,46,65,31,49,42,46,29,36,ClassA
2136,3,TissuePrimitiveType.CIRCLE,3,247,286,373,,,,,,,,,,4,18,6,,,,30,20,31,,,,200,,,,,,,310,310,,,,58,45,50,,,,28,49,47,,,,ClassB
2137,5,TissuePrimitiveType.CIRCLE,4,4,135,276,332,346,,,,,,,,22,18,16,4,16,,21,33,29,20,13,,200,200,,,,,,,310,310,,,32,55,41,45,,,42,50,24,28,,,ClassA
2138,5,TissuePrimitiveType.CIRCLE,4,259,303,331,352,376,,,,,,,,23,23,16,17,7,,11,11,15,21,28,,200,200,,,,,,,310,310,,,31,49,65,46,,,47,35,43,21,,,ClassB
2139,0,TissuePrimitiveType.CIRCLE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,310,310,,,,65,53,34,,,,45,47,28,,,,ClassB
2140,5,TissuePrimitiveType.CIRCLE,4,129,194,243,292,348,,,,,,,,28,10,6,16,27,,8,29,15,28,22,,200,200,,,,,,,310,310,,,33,56,32,40,,,22,38,31,49,,,ClassA
2141,0,TissuePrimitiveType.CIRCLE,6,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,310,310,310,70,41,54,58,30,70,42,22,28,47,48,21,ClassB
2142,3,TissuePrimitiveType.CIRCLE,4,220,287,331,,,,,,,,,,8,23,13,,,,33,23,34,,,,200,200,,,,,,,310,310,,,30,38,65,52,,,33,43,42,26,,,ClassB
2143,3,TissuePrimitiveType.CIRCLE,2,131,191,351,,,,,,,,,,20,10,29,,,,17,29,32,,,,,,,,,,310,310,,,,,66,47,,,,,31,38,,,,,ClassA
2144,5,TissuePrimitiveType.CIRCLE,3,67,165,218,260,275,,,,,,,,9,4,28,10,25,,22,31,20,24,21,,200,200,200,,,,,,,,,,37,40,41,,,,47,42,32,,,,ClassA
2145,6,TissuePrimitiveType.RECTANGLE,5,21,179,241,289,355,371,,,,,,,15,16,30,23,11,13,35,10,29,23,32,34,200,200,,,,,,,310,310,310,,39,49,58,30,60,,27,22,27,42,49,,ClassA
2146,1,TissuePrimitiveType.CIRCLE,7,33,,,,,,,,,,,,6,,,,,,34,,,,,,200,200,200,,,,,,,310,310,310,65,43,39,35,46,32,23,28,27,32,40,28,ClassB
2147,3,TissuePrimitiveType.CIRCLE,3,57,208,293,,,,,,,,,,28,28,25,,,,36,36,24,,,,200,,,,,,,310,310,,,,61,38,66,,,,39,38,38,,,,ClassA
2148,2,TissuePrimitiveType.NOPRIMITIVE,2,99,356,,,,,,,,,,,16,27,,,,,11,11,,,,,200,200,,,,,,,,,,,65,41,,,,,41,46,,,,,ClassC
2149,2,TissuePrimitiveType.CIRCLE,4,260,323,,,,,,,,,,,10,17,,,,,26,29,,,,,200,200,,,,,,,310,310,,,31,63,31,53,,,21,25,20,22,,,ClassB
2150,6,TissuePrimitiveType.CIRCLE,3,19,158,232,262,330,357,,,,,,,30,13,17,29,15,13,32,32,20,14,33,15,200,200,,,,,,,310,,,,66,56,64,,,,20,37,46,,,,ClassA
2151,5,TissuePrimitiveType.CIRCLE,0,227,281,303,328,359,,,,,,,,26,14,20,26,25,,27,28,21,36,26,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
2152,2,TissuePrimitiveType.CIRCLE,3,237,267,,,,,,,,,,,21,26,,,,,36,12,,,,,200,200,,,,,,,310,,,,63,56,67,,,,45,44,45,,,,ClassC
2153,3,TissuePrimitiveType.CIRCLE,4,266,342,365,,,,,,,,,,21,12,13,,,,24,8,25,,,,200,,,,,,,310,310,310,,,58,57,51,41,,,25,42,43,31,,,ClassB
2154,3,TissuePrimitiveType.CIRCLE,3,167,319,356,,,,,,,,,,18,8,5,,,,9,21,15,,,,200,200,200,,,,,,,,,,42,37,52,,,,27,26,45,,,,ClassC
2155,4,TissuePrimitiveType.CIRCLE,3,17,188,285,322,,,,,,,,,7,11,16,10,,,13,20,18,20,,,200,,,,,,,310,310,,,,39,57,65,,,,28,25,45,,,,ClassB
2156,4,TissuePrimitiveType.CIRCLE,6,62,210,350,368,,,,,,,,,26,27,13,16,,,22,23,15,12,,,200,200,200,200,,,,,,,310,310,57,68,43,34,46,63,30,49,49,21,21,39,ClassA
2157,1,TissuePrimitiveType.CIRCLE,2,140,,,,,,,,,,,,10,,,,,,11,,,,,,200,200,,,,,,,,,,,54,39,,,,,38,25,,,,,ClassC
2158,3,TissuePrimitiveType.CIRCLE,5,107,268,309,,,,,,,,,,19,29,5,,,,10,36,8,,,,200,200,200,,,,,,,310,310,,61,46,47,65,32,,34,27,41,49,49,,ClassC
2159,5,TissuePrimitiveType.CIRCLE,7,226,305,322,342,371,,,,,,,,17,12,10,24,13,,25,26,9,16,26,,200,200,200,,,,,,,310,310,310,49,58,39,65,54,31,44,36,48,41,27,41,ClassA
2160,4,TissuePrimitiveType.CIRCLE,6,91,240,253,286,,,,,,,,,28,7,6,30,,,17,35,16,21,,,200,200,200,200,,,,,,,310,310,64,68,33,43,42,57,22,35,46,35,33,37,ClassA
2161,1,TissuePrimitiveType.RECTANGLE,7,236,,,,,,,,,,,,8,,,,,,30,,,,,,200,200,200,200,,,,,,,310,310,37,68,30,40,52,61,26,47,20,34,22,31,ClassC
2162,4,TissuePrimitiveType.CIRCLE,6,140,314,336,372,,,,,,,,,26,13,28,12,,,24,23,33,12,,,200,200,200,,,,,,,310,310,310,46,68,36,41,60,31,50,42,50,23,41,29,ClassA
2163,2,TissuePrimitiveType.CIRCLE,6,321,338,,,,,,,,,,,9,4,,,,,33,22,,,,,200,200,200,,,,,,,310,310,310,35,61,33,35,35,65,29,34,34,45,42,30,ClassB
2164,1,TissuePrimitiveType.CIRCLE,3,46,,,,,,,,,,,,28,,,,,,15,,,,,,200,200,,,,,,,310,,,,57,44,32,,,,27,21,33,,,,ClassC
2165,5,TissuePrimitiveType.CIRCLE,6,145,258,290,362,376,,,,,,,,12,9,24,8,6,,15,18,26,19,26,,200,200,,,,,,,310,310,310,310,55,69,49,67,50,61,47,20,44,20,48,22,ClassB
2166,3,TissuePrimitiveType.RECTANGLE,5,188,278,336,,,,,,,,,,17,10,7,,,,21,32,16,,,,200,200,,,,,,,310,310,310,,44,67,57,49,66,,39,31,40,43,41,,ClassC
2167,4,TissuePrimitiveType.CIRCLE,1,31,100,252,347,,,,,,,,,23,4,30,27,,,35,21,33,35,,,,,,,,,310,,,,,,32,,,,,,50,,,,,,ClassA
2168,3,TissuePrimitiveType.CIRCLE,6,181,319,367,,,,,,,,,,24,26,16,,,,22,13,8,,,,200,200,200,200,,,,,,,310,310,31,36,50,55,32,53,39,45,48,48,41,21,ClassC
2169,2,TissuePrimitiveType.CIRCLE,4,62,352,,,,,,,,,,,19,13,,,,,27,15,,,,,200,200,,,,,,,310,310,,,60,60,65,49,,,24,22,46,49,,,ClassB
2170,1,TissuePrimitiveType.CIRCLE,2,106,,,,,,,,,,,,11,,,,,,24,,,,,,200,200,,,,,,,,,,,59,32,,,,,25,42,,,,,ClassC
2171,4,TissuePrimitiveType.RECTANGLE,5,186,328,341,360,,,,,,,,,17,6,9,22,,,13,18,35,29,,,200,200,,,,,,,310,310,310,,47,57,38,58,56,,32,23,38,24,35,,ClassC
2172,3,TissuePrimitiveType.CIRCLE,2,184,325,351,,,,,,,,,,8,20,28,,,,23,16,17,,,,,,,,,,310,310,,,,,45,31,,,,,39,34,,,,,ClassB
